class_index,class_name,recall,precision,threshold,average_precision
0,Tomato_Bacterial_spot,1.0,0.11392405063291139,7.09170085957451e-08,0.21243607101852038
0,Tomato_Bacterial_spot,1.0,0.11538461538461539,7.607098408327879e-08,0.21243607101852038
0,Tomato_Bacterial_spot,1.0,0.11688311688311688,1.0829428706767922e-07,0.21243607101852038
0,Tomato_Bacterial_spot,1.0,0.11842105263157894,1.3276220100064406e-07,0.21243607101852038
0,Tomato_Bacterial_spot,1.0,0.12,1.5267251675375762e-07,0.21243607101852038
0,Tomato_Bacterial_spot,1.0,0.12162162162162163,1.6574775394345686e-07,0.21243607101852038
0,Tomato_Bacterial_spot,1.0,0.1232876712328767,1.9466398491109693e-07,0.21243607101852038
0,Tomato_Bacterial_spot,1.0,0.125,1.9610151872400797e-07,0.21243607101852038
0,Tomato_Bacterial_spot,1.0,0.1267605633802817,2.1293265606180624e-07,0.21243607101852038
0,Tomato_Bacterial_spot,1.0,0.12857142857142856,2.821161379816664e-07,0.21243607101852038
0,Tomato_Bacterial_spot,1.0,0.13043478260869565,3.0555877470751867e-07,0.21243607101852038
0,Tomato_Bacterial_spot,1.0,0.1323529411764706,3.120259850211966e-07,0.21243607101852038
0,Tomato_Bacterial_spot,1.0,0.13432835820895522,3.279266139849586e-07,0.21243607101852038
0,Tomato_Bacterial_spot,1.0,0.13636363636363635,3.5181929713027894e-07,0.21243607101852038
0,Tomato_Bacterial_spot,1.0,0.13846153846153847,3.5767979221824555e-07,0.21243607101852038
0,Tomato_Bacterial_spot,1.0,0.140625,3.5979039741265114e-07,0.21243607101852038
0,Tomato_Bacterial_spot,1.0,0.14285714285714285,3.651212001651281e-07,0.21243607101852038
0,Tomato_Bacterial_spot,1.0,0.14516129032258066,4.2366646362260597e-07,0.21243607101852038
0,Tomato_Bacterial_spot,1.0,0.14754098360655737,4.6360795159327716e-07,0.21243607101852038
0,Tomato_Bacterial_spot,0.8888888888888888,0.13333333333333333,4.962140359293479e-07,0.21243607101852038
0,Tomato_Bacterial_spot,0.8888888888888888,0.13559322033898305,6.014124204397878e-07,0.21243607101852038
0,Tomato_Bacterial_spot,0.8888888888888888,0.13793103448275862,6.610709968475013e-07,0.21243607101852038
0,Tomato_Bacterial_spot,0.8888888888888888,0.14035087719298245,7.041984284260746e-07,0.21243607101852038
0,Tomato_Bacterial_spot,0.8888888888888888,0.14285714285714285,9.66209142075015e-07,0.21243607101852038
0,Tomato_Bacterial_spot,0.8888888888888888,0.14545454545454545,9.92720432414953e-07,0.21243607101852038
0,Tomato_Bacterial_spot,0.7777777777777778,0.12962962962962962,1.1816618808308278e-06,0.21243607101852038
0,Tomato_Bacterial_spot,0.7777777777777778,0.1320754716981132,1.2697977230169517e-06,0.21243607101852038
0,Tomato_Bacterial_spot,0.7777777777777778,0.1346153846153846,1.315292552900474e-06,0.21243607101852038
0,Tomato_Bacterial_spot,0.6666666666666666,0.11764705882352941,1.3329342448938162e-06,0.21243607101852038
0,Tomato_Bacterial_spot,0.5555555555555556,0.1,1.3959574133185789e-06,0.21243607101852038
0,Tomato_Bacterial_spot,0.5555555555555556,0.10204081632653061,1.800155803275354e-06,0.21243607101852038
0,Tomato_Bacterial_spot,0.5555555555555556,0.10416666666666667,2.7331252928453812e-06,0.21243607101852038
0,Tomato_Bacterial_spot,0.5555555555555556,0.10638297872340426,3.6693227096902775e-06,0.21243607101852038
0,Tomato_Bacterial_spot,0.5555555555555556,0.10869565217391304,6.073435189496333e-06,0.21243607101852038
0,Tomato_Bacterial_spot,0.5555555555555556,0.1111111111111111,6.378747575479833e-06,0.21243607101852038
0,Tomato_Bacterial_spot,0.5555555555555556,0.11363636363636363,8.963617721472949e-06,0.21243607101852038
0,Tomato_Bacterial_spot,0.5555555555555556,0.11627906976744186,9.615647641721207e-06,0.21243607101852038
0,Tomato_Bacterial_spot,0.5555555555555556,0.11904761904761904,1.06015204342838e-05,0.21243607101852038
0,Tomato_Bacterial_spot,0.5555555555555556,0.12195121951219512,1.1517929336451354e-05,0.21243607101852038
0,Tomato_Bacterial_spot,0.5555555555555556,0.125,1.2185317926868033e-05,0.21243607101852038
0,Tomato_Bacterial_spot,0.4444444444444444,0.10256410256410256,1.4921013891585283e-05,0.21243607101852038
0,Tomato_Bacterial_spot,0.4444444444444444,0.10526315789473684,1.636185177809537e-05,0.21243607101852038
0,Tomato_Bacterial_spot,0.4444444444444444,0.10810810810810811,1.8605382994326824e-05,0.21243607101852038
0,Tomato_Bacterial_spot,0.4444444444444444,0.1111111111111111,1.8840526599632877e-05,0.21243607101852038
0,Tomato_Bacterial_spot,0.4444444444444444,0.11428571428571428,1.985418437744948e-05,0.21243607101852038
0,Tomato_Bacterial_spot,0.4444444444444444,0.11764705882352941,2.0929238629559054e-05,0.21243607101852038
0,Tomato_Bacterial_spot,0.4444444444444444,0.12121212121212122,2.9228338726652225e-05,0.21243607101852038
0,Tomato_Bacterial_spot,0.4444444444444444,0.125,3.076564239279563e-05,0.21243607101852038
0,Tomato_Bacterial_spot,0.4444444444444444,0.12903225806451613,3.830498131487958e-05,0.21243607101852038
0,Tomato_Bacterial_spot,0.4444444444444444,0.13333333333333333,4.562585035163022e-05,0.21243607101852038
0,Tomato_Bacterial_spot,0.4444444444444444,0.13793103448275862,4.953789056508266e-05,0.21243607101852038
0,Tomato_Bacterial_spot,0.4444444444444444,0.14285714285714285,5.75673595379572e-05,0.21243607101852038
0,Tomato_Bacterial_spot,0.4444444444444444,0.14814814814814814,7.17454344841951e-05,0.21243607101852038
0,Tomato_Bacterial_spot,0.4444444444444444,0.15384615384615385,8.576674757251899e-05,0.21243607101852038
0,Tomato_Bacterial_spot,0.4444444444444444,0.16,8.582672114723545e-05,0.21243607101852038
0,Tomato_Bacterial_spot,0.4444444444444444,0.16666666666666666,9.066201476466046e-05,0.21243607101852038
0,Tomato_Bacterial_spot,0.4444444444444444,0.17391304347826086,0.0001151609916651808,0.21243607101852038
0,Tomato_Bacterial_spot,0.4444444444444444,0.18181818181818182,0.0001588752550734127,0.21243607101852038
0,Tomato_Bacterial_spot,0.4444444444444444,0.19047619047619047,0.0001664929323686132,0.21243607101852038
0,Tomato_Bacterial_spot,0.4444444444444444,0.2,0.00018838232761360005,0.21243607101852038
0,Tomato_Bacterial_spot,0.3333333333333333,0.15789473684210525,0.00027223420352368824,0.21243607101852038
0,Tomato_Bacterial_spot,0.3333333333333333,0.16666666666666666,0.0002810676070301602,0.21243607101852038
0,Tomato_Bacterial_spot,0.3333333333333333,0.17647058823529413,0.000293630940572052,0.21243607101852038
0,Tomato_Bacterial_spot,0.3333333333333333,0.1875,0.00037006803498616065,0.21243607101852038
0,Tomato_Bacterial_spot,0.3333333333333333,0.2,0.0007885081965232596,0.21243607101852038
0,Tomato_Bacterial_spot,0.3333333333333333,0.21428571428571427,0.0008843343728805187,0.21243607101852038
0,Tomato_Bacterial_spot,0.3333333333333333,0.23076923076923078,0.0011866885000270525,0.21243607101852038
0,Tomato_Bacterial_spot,0.3333333333333333,0.25,0.0019743427354708934,0.21243607101852038
0,Tomato_Bacterial_spot,0.3333333333333333,0.2727272727272727,0.002169111205119837,0.21243607101852038
0,Tomato_Bacterial_spot,0.3333333333333333,0.3,0.0027277559800680086,0.21243607101852038
0,Tomato_Bacterial_spot,0.3333333333333333,0.3333333333333333,0.002747106147560016,0.21243607101852038
0,Tomato_Bacterial_spot,0.3333333333333333,0.375,0.003259534119431496,0.21243607101852038
0,Tomato_Bacterial_spot,0.2222222222222222,0.2857142857142857,0.005186120095917686,0.21243607101852038
0,Tomato_Bacterial_spot,0.2222222222222222,0.3333333333333333,0.005684998451872889,0.21243607101852038
0,Tomato_Bacterial_spot,0.1111111111111111,0.2,0.007923998663321172,0.21243607101852038
0,Tomato_Bacterial_spot,0.1111111111111111,0.25,0.00850987700267184,0.21243607101852038
0,Tomato_Bacterial_spot,0.1111111111111111,0.3333333333333333,0.06534288708074588,0.21243607101852038
0,Tomato_Bacterial_spot,0.0,0.0,0.44066627903163147,0.21243607101852038
0,Tomato_Bacterial_spot,0.0,0.0,0.9526237908950078,0.21243607101852038
0,Tomato_Bacterial_spot,0.0,1.0,,0.21243607101852038
1,Tomato_Early_blight,1.0,0.11392405063291139,4.669551218880261e-08,0.5553397220063886
1,Tomato_Early_blight,1.0,0.11538461538461539,6.191463758543431e-08,0.5553397220063886
1,Tomato_Early_blight,1.0,0.11688311688311688,1.3531867435559261e-07,0.5553397220063886
1,Tomato_Early_blight,1.0,0.11842105263157894,1.4054067984431184e-07,0.5553397220063886
1,Tomato_Early_blight,1.0,0.12,1.553948709706639e-07,0.5553397220063886
1,Tomato_Early_blight,1.0,0.12162162162162163,3.117267937554297e-07,0.5553397220063886
1,Tomato_Early_blight,1.0,0.1232876712328767,3.559831099070341e-07,0.5553397220063886
1,Tomato_Early_blight,1.0,0.125,3.7835373866455045e-07,0.5553397220063886
1,Tomato_Early_blight,1.0,0.1267605633802817,5.644883412720493e-07,0.5553397220063886
