epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,learning_rate,next_learning_rate,optimizer_updates,amp_skipped_updates,amp_scale,peak_cuda_memory_mb,epoch_time_seconds,best_checkpoint
1,0.6958319468144136,78.7481025091526,0.28381503925238716,91.24635264693623,0.0001,0.0001,348,2,16384.0,3742.0,225.6615868000008,True
2,0.2713056571604876,92.62434145905884,0.2790384008372517,91.16298457690705,0.0001,0.0001,349,1,8192.0,3742.0,225.73114219999843,True
3,0.19293277595042588,94.61559067773908,0.11378968189338848,96.74864526886202,0.0001,0.0001,350,0,8192.0,3742.0,224.551346799999,True
4,0.1492175793885864,96.15144209304403,0.28723662189763505,94.24760316798665,0.0001,0.0001,350,0,8192.0,3742.0,224.68701919999876,False
5,0.133260109318194,96.90150906330922,0.15295261271352548,96.16506877865777,0.0001,0.0001,350,0,8192.0,3742.0,223.9822079000005,False
6,0.11822018013480504,97.2408250736673,0.1859976843328655,95.66486035848271,0.0001,5e-05,350,0,8192.0,3742.0,225.25285799999983,False
7,0.04537323630949799,98.96419323153853,0.051817207248981326,98.8328470195915,5e-05,5e-05,350,0,8192.0,3742.0,225.37059299999964,True
8,0.03595107381620799,99.16063934279846,0.0797494344285947,98.62442684451855,5e-05,5e-05,350,0,16384.0,3742.0,224.30877180000243,False
9,0.03796077359234286,99.12492186802393,0.0890491777978971,98.74947894956232,5e-05,5e-05,350,0,16384.0,3742.0,224.58980719999818,False
10,0.027290668300308567,99.30350924189659,0.0663340531472814,98.74947894956232,5e-05,2.5e-05,350,0,16384.0,3742.0,223.69423420000385,False
11,0.01376829330486079,99.6785427270292,0.06060626850669042,99.12463526469362,2.5e-05,2.5e-05,350,0,16384.0,3742.0,224.3995294999986,False
12,0.010501720085660473,99.74104830788463,0.08052743728481636,98.74947894956232,2.5e-05,2.5e-05,350,0,16384.0,3742.0,224.16322650000075,False
13,0.0099169310385785,99.7053308331101,0.06827921085230418,99.08295122967903,2.5e-05,1.25e-05,350,0,32768.0,3742.0,224.35272090000217,False
14,0.006423137333080031,99.83034199482097,0.04695675655323704,99.33305543976657,1.25e-05,1.25e-05,349,1,16384.0,3742.0,224.38914849999856,True
15,0.0050017629207663224,99.87498883828914,0.048366681641964074,99.2080033347228,1.25e-05,1.25e-05,350,0,16384.0,3742.0,223.88643769999908,False
16,0.008552782995929807,99.88391820698277,0.060456566236168054,99.33305543976657,1.25e-05,1.25e-05,350,0,16384.0,3742.0,224.20564849999937,False
17,0.005035394739786701,99.84820073220824,0.05840725807310819,99.2080033347228,1.25e-05,6.25e-06,350,0,16384.0,3742.0,224.35340929999802,False
18,0.004828295323943946,99.8660594695955,0.04328813409745706,99.45810754481033,6.25e-06,6.25e-06,350,0,16384.0,3742.0,224.4366693999982,True
19,0.002591910074014923,99.93749441914457,0.04575984266312401,99.37473947478117,6.25e-06,6.25e-06,350,0,16384.0,3742.0,224.32132490000367,False
20,0.0015699079953426095,99.96428252522547,0.04725858041175757,99.37473947478117,6.25e-06,6.25e-06,350,0,32768.0,3742.0,224.0892062999992,False
21,0.004136735800930929,99.91070631306367,0.0401855279823898,99.49979157982493,6.25e-06,6.25e-06,350,0,32768.0,3742.0,223.43007609999768,True
22,0.0015879216784491956,99.93749441914457,0.04996846247931843,99.49979157982493,6.25e-06,6.25e-06,350,0,32768.0,3742.0,224.5463374000028,False
23,0.001457774895640942,99.95535315653183,0.04447313620180525,99.45810754481033,6.25e-06,6.25e-06,350,0,32768.0,3742.0,224.05481399999553,False
24,0.00175244408265747,99.9464237878382,0.04975804809532148,99.49979157982493,6.25e-06,3.125e-06,350,0,32768.0,3742.0,226.0216412000009,False
25,0.000961533899096326,99.98214126261273,0.04567692318574844,99.45810754481033,3.125e-06,3.125e-06,350,0,32768.0,3742.0,223.46971629999462,False
26,0.0009177391148713825,99.95535315653183,0.04780658034793335,99.45810754481033,3.125e-06,3.125e-06,350,0,65536.0,3742.0,224.31394020000153,False
27,0.002040609386749625,99.9464237878382,0.04489850948233563,99.6248436848687,3.125e-06,1.5625e-06,349,1,32768.0,3742.0,223.6228465000022,False
28,0.0005388050095886789,99.99107063130637,0.044290731826788596,99.5831596498541,1.5625e-06,1.5625e-06,350,0,32768.0,3742.0,223.20703689999937,False
